file,contract,ground truth,vul_type
35831,Ownable,0,unchecked external call
35831,ERC20Basic,0,unchecked external call
35831,ERC20,0,unchecked external call
35831,BasicToken,0,unchecked external call
35831,StandardToken,0,unchecked external call
35831,MintableToken,0,unchecked external call
35831,TGEToken,0,unchecked external call
35838,EROSCOINToken,0,unchecked external call
35838,Ownable,0,unchecked external call
35841,MultiSigWallet,0,unchecked external call
35875,EROSToken,0,unchecked external call
35875,Ownable,0,unchecked external call
35878,RegBaseAbstract,0,unchecked external call
35878,RegBase,0,unchecked external call
35878,Factory,0,unchecked external call
35878,Forwarder,0,unchecked external call
35878,ForwarderFactory,0,unchecked external call
35892,Token,0,unchecked external call
35892,ERC20Token,0,unchecked external call
35904,Ownable,0,unchecked external call
35904,Claimable,0,unchecked external call
35904,ERC20Basic,0,unchecked external call
35904,ERC20,0,unchecked external call
35904,Withdrawals,1,unchecked external call
35938,Token,0,unchecked external call
35938,ERC20Token,0,unchecked external call
35970,ERC20,0,unchecked external call
35970,EnjinBuyer,1,unchecked external call
35988,NeuroDAO,0,unchecked external call
35988,owned,0,unchecked external call
35988,Crowdsale,0,unchecked external call
35988,Token,0,unchecked external call
35988,PresaleBREMP,0,unchecked external call
35997,ERC20,0,unchecked external call
35997,AtlantBuyer,0,unchecked external call
36012,Token,0,unchecked external call
36012,SummitChainToken,0,unchecked external call
36022,P4PGame,0,unchecked external call
36023,P4PPool,0,unchecked external call
36035,Token,0,unchecked external call
36035,StandardToken,0,unchecked external call
36035,GigaGivingToken,0,unchecked external call
36035,GigaGivingICO,0,unchecked external call
36036,Token,0,unchecked external call
36036,StandardToken,0,unchecked external call
36036,GigaGivingToken,0,unchecked external call
36046,Caller,0,unchecked external call
36084,Token,0,unchecked external call
36084,ERC20Token,0,unchecked external call
36085,Token,0,unchecked external call
36085,ERC20Token,0,unchecked external call
36090,MultiSigWallet,0,unchecked external call
36095,MultiSigWallet,0,unchecked external call
36137,MultiSigWallet,0,unchecked external call
36166,Token,0,unchecked external call
36166,HumanStandardToken,0,unchecked external call
36173,owned,0,unchecked external call
36173,mortal,0,unchecked external call
36173,casino,0,unchecked external call
36173,blackjack,0,unchecked external call
36175,token,0,unchecked external call
36175,owned,0,unchecked external call
36175,safeMath,0,unchecked external call
36175,casinoBank,0,unchecked external call
36175,casinoProxy,0,unchecked external call
36182,Token,0,unchecked external call
36183,MultiSigWallet,0,unchecked external call
36184,Token,0,unchecked external call
36185,Token,0,unchecked external call
36185,EtherBB,0,unchecked external call
36190,Token,0,unchecked external call
36190,SouthAfricanRandsToken,0,unchecked external call
36209,Token,0,unchecked external call
36209,LennartCoin,0,unchecked external call
36217,MultiSigWallet,0,unchecked external call
36228,Token,0,unchecked external call
36257,MultiSigWallet,0,unchecked external call
36292,MultiSigWallet,0,unchecked external call
36321,Token,0,unchecked external call
36321,Shard,0,unchecked external call
36329,EROSToken,0,unchecked external call
36329,Ownable,0,unchecked external call
36330,Token,0,unchecked external call
36330,XeroBest,0,unchecked external call
36334,ERC20,0,unchecked external call
36334,RequestSale,1,unchecked external call
36341,MultiSigWallet,0,unchecked external call
36375,ERC20,0,unchecked external call
36375,Token,0,unchecked external call
36375,CJXToken,0,unchecked external call
36380,MultiSigWallet,0,unchecked external call
36381,Token,0,unchecked external call
36381,CNYToken,0,unchecked external call
36406,Token,0,unchecked external call
36406,HumanStandardToken,0,unchecked external call
36423,MultiSigWallet,0,unchecked external call
36423,MultiSigWalletWithDailyLimit,0,unchecked external call
36431,MultiSigWallet,0,unchecked external call
36431,MultiSigWalletWithDailyLimit,0,unchecked external call
36472,Token,0,unchecked external call
36472,CrypteriumToken,0,unchecked external call
36477,MultiSigWallet,0,unchecked external call
36494,CentraSale,0,unchecked external call
36495,CentraSale,0,unchecked external call
36496,CentraSale,0,unchecked external call
36506,ERC20,0,unchecked external call
36506,RequestSale,0,unchecked external call
36514,PsyMultiSig,0,unchecked external call
36515,PsyMultiSigWallet,0,unchecked external call
36517,CentraSale,0,unchecked external call
36521,MultiSigWallet,0,unchecked external call
36532,Token,0,unchecked external call
36532,Crypterium,0,unchecked external call
36533,MultiSigWallet,0,unchecked external call
36556,MultiSigWallet,0,unchecked external call
36563,Ownable,0,unchecked external call
36563,SharkProxy,0,unchecked external call
36563,FishProxy,0,unchecked external call
36563,FishFactory,0,unchecked external call
36621,ERC20,0,unchecked external call
36621,EnjinBuyer,0,unchecked external call
36631,MultiSigWallet,0,unchecked external call
36634,ERC20,0,unchecked external call
36634,EnjinBuyer,0,unchecked external call
36636,ERC20,0,unchecked external call
36636,EnjinBuyer,0,unchecked external call
36645,ERC20,0,unchecked external call
36645,EnjinBuyer,0,unchecked external call
36664,Token,0,unchecked external call
36664,HumanStandardToken,0,unchecked external call
36664,BOBOv2,0,unchecked external call
36690,Token,0,unchecked external call
36690,Crypterium,0,unchecked external call
36714,Token,0,unchecked external call
36714,RepuToken,0,unchecked external call
36728,MultiSigWallet,0,unchecked external call
36729,MultiSigWallet,0,unchecked external call
36732,ERC20,0,unchecked external call
36732,EnjinBuyer,0,unchecked external call
36739,ERC20,0,unchecked external call
36739,CobinhoodBuyer,0,unchecked external call
36741,ERC20,0,unchecked external call
36741,EnjinBuyer,0,unchecked external call
36743,MultiSigWallet,0,unchecked external call
36745,Token,0,unchecked external call
36745,StandardToken,0,unchecked external call
36745,ERC223Basic,0,unchecked external call
36745,ERC223BasicToken,0,unchecked external call
36745,ERC223ReceivingContract,0,unchecked external call
36745,HumanERC223Token,0,unchecked external call
36745,HedgeminerToken,0,unchecked external call
36795,Token,0,unchecked external call
36795,Sogan,0,unchecked external call
36797,Token,0,unchecked external call
36797,Robot,0,unchecked external call
36815,Token,0,unchecked external call
36815,ERC20Token,0,unchecked external call
36831,Token,0,unchecked external call
36831,ERC20Token,0,unchecked external call
36836,OraclizeI,0,unchecked external call
36836,OraclizeAddrResolverI,0,unchecked external call
36836,usingOraclize,0,unchecked external call
36836,SafeAddSub,0,unchecked external call
36836,EtherShot,0,unchecked external call
36845,Token,0,unchecked external call
36845,HumanStandardToken,0,unchecked external call
36847,Token,0,unchecked external call
36847,HumanStandardToken,0,unchecked external call
36856,Token,0,unchecked external call
36856,TheFoolRareToken,0,unchecked external call
36903,Centra4,0,unchecked external call
36935,ERC20,0,unchecked external call
36935,Buyer,0,unchecked external call
36947,MultiSigWallet,0,unchecked external call
36958,Token,0,unchecked external call
36958,StandardToken,0,unchecked external call
36958,HumanStandardToken,0,unchecked external call
36958,TokenCCC17,0,unchecked external call
36968,ERC20,0,unchecked external call
36968,ViberateBuyer,0,unchecked external call
36971,Whitelist,0,unchecked external call
36971,DSExec,0,unchecked external call
36971,DSAuthority,0,unchecked external call
36971,DSAuthEvents,0,unchecked external call
36971,DSAuth,0,unchecked external call
36971,DSNote,0,unchecked external call
36971,DSMath,0,unchecked external call
36971,DSStop,0,unchecked external call
36971,ERC20,0,unchecked external call
36971,DSTokenBase,0,unchecked external call
36971,DSToken,0,unchecked external call
36971,AVTSale,0,unchecked external call
36976,Token,0,unchecked external call
36976,StandardToken,0,unchecked external call
36976,HumanStandardToken,0,unchecked external call
36976,TokenBBB17,0,unchecked external call
36987,MultiSigWallet,0,unchecked external call
37037,Token,0,unchecked external call
37037,HumanStandardToken,0,unchecked external call
37037,TokenAAA17,0,unchecked external call
37051,OrganizeFunds,0,unchecked external call
37055,RealOldFuckMaker,0,unchecked external call
37057,iERC20Token,0,unchecked external call
37057,iBurnableToken,0,unchecked external call
37057,SafeMath,0,unchecked external call
37057,TokenAuction,0,unchecked external call
37088,DSExec,0,unchecked external call
37088,DSAuthority,0,unchecked external call
37088,DSAuthEvents,0,unchecked external call
37088,DSAuth,0,unchecked external call
37088,DSNote,0,unchecked external call
37088,DSMath,0,unchecked external call
37088,ERC20,0,unchecked external call
37088,DSTokenBase,0,unchecked external call
37088,DSStop,0,unchecked external call
37088,DSToken,0,unchecked external call
37088,kkkTokenSale,0,unchecked external call
37092,DSExec,0,unchecked external call
37092,DSAuthority,0,unchecked external call
37092,DSAuthEvents,0,unchecked external call
37092,DSAuth,0,unchecked external call
37092,DSNote,0,unchecked external call
37092,DSMath,0,unchecked external call
37092,ERC20,0,unchecked external call
37092,DSTokenBase,0,unchecked external call
37092,DSStop,0,unchecked external call
37092,DSToken,0,unchecked external call
37092,KkkTokenSale,0,unchecked external call
37093,DSExec,0,unchecked external call
37093,DSAuthority,0,unchecked external call
37093,DSAuthEvents,0,unchecked external call
37093,DSAuth,0,unchecked external call
37093,DSNote,0,unchecked external call
37093,DSMath,0,unchecked external call
37093,ERC20,0,unchecked external call
37093,DSTokenBase,0,unchecked external call
37093,DSStop,0,unchecked external call
37093,DSToken,0,unchecked external call
37093,KkkTokenSale,0,unchecked external call
37101,Owned,0,unchecked external call
37101,Marriage,0,unchecked external call
37102,MultiSigWallet,0,unchecked external call
37109,Ownable,0,unchecked external call
37109,ERC20Basic,0,unchecked external call
37109,ERC20,0,unchecked external call
37109,BasicToken,0,unchecked external call
37109,StandardToken,0,unchecked external call
37109,MintableToken,0,unchecked external call
37109,TGEToken,0,unchecked external call
37112,MultiSigWallet,0,unchecked external call
37134,ERC20,0,unchecked external call
37134,MonethaBuyer,0,unchecked external call
37139,MultiSigWallet,0,unchecked external call
37139,MultiSigWalletWithDailyLimit,0,unchecked external call
37177,Token,0,unchecked external call
37177,MaggieToken,0,unchecked external call
37194,DSAuthority,0,unchecked external call
37194,DSAuthEvents,0,unchecked external call
37194,DSAuth,0,unchecked external call
37194,DSNote,0,unchecked external call
37194,DSMath,0,unchecked external call
37194,DSThing,0,unchecked external call
37194,DSPrice,0,unchecked external call
3720,MultiSigWallet,0,unchecked external call
37214,MultiSigWallet,0,unchecked external call
37233,Token,0,unchecked external call
37233,StandardToken,0,unchecked external call
37233,HumanStandardToken,0,unchecked external call
37233,HumanStandardTokenFactory,0,unchecked external call
37283,ERC20,0,unchecked external call
37283,SafeMath,0,unchecked external call
37283,StandardToken,0,unchecked external call
37283,Test20,0,unchecked external call
37324,Token,0,unchecked external call
37324,ERC20Token,0,unchecked external call
37358,MultiSigWallet,0,unchecked external call
37377,ERC20Interface,0,unchecked external call
37377,RoseCoin,0,unchecked external call
37377,MultiSigWallet,0,unchecked external call
37417,Token,0,unchecked external call
37417,HumanStandardToken,0,unchecked external call
37417,Pluton,0,unchecked external call
37439,Token,0,unchecked external call
37439,ProToken,0,unchecked external call
37450,Token,0,unchecked external call
37450,CandyCoinBigBang,0,unchecked external call
37474,etherDelta,0,unchecked external call
37474,Token,0,unchecked external call
37474,TradersWallet,0,unchecked external call
37485,ERC20Interface,0,unchecked external call
37485,DatCoin,0,unchecked external call
37485,MultiSigWallet,0,unchecked external call
37498,generic_holder,0,unchecked external call
37499,generic_holder,0,unchecked external call
37510,generic_holder,0,unchecked external call
37518,MultiSigWallet,0,unchecked external call
37518,StarbasePresaleWallet,0,unchecked external call
37532,Token,0,unchecked external call
37532,Blammascoin,0,unchecked external call
37533,Token,0,unchecked external call
37533,ERC20Token,0,unchecked external call
37534,MultiSigWallet,0,unchecked external call
37573,OraclizeI,0,unchecked external call
37573,OraclizeAddrResolverI,0,unchecked external call
37573,usingOraclize,0,unchecked external call
37573,DSSafeAddSub,0,unchecked external call
37573,SmartContractCasino,0,unchecked external call
37604,MultiSigWallet,0,unchecked external call
37617,MultiSigWallet,0,unchecked external call
37676,DeadMansSwitch,0,unchecked external call
37707,BountyHunt,1,unchecked external call
37741,Token,0,unchecked external call
37741,IPchainStandardToken,0,unchecked external call
37744,Token,0,unchecked external call
37744,HumanStandardToken,0,unchecked external call
37768,MultiSigWallet,0,unchecked external call
37782,PricingStrategy,0,unchecked external call
37782,ERC20,0,unchecked external call
37782,SafeMath,0,unchecked external call
37782,StandardToken,0,unchecked external call
37782,crowdsaleCoReferral,0,unchecked external call
37786,Token,0,unchecked external call
37786,HumanStandardToken,0,unchecked external call
37856,MultiSigWallet,0,unchecked external call
37858,PricingStrategy,0,unchecked external call
37858,ERC20,0,unchecked external call
37858,SafeMath,0,unchecked external call
37858,StandardToken,0,unchecked external call
37858,crowdsaleCoReferral,0,unchecked external call
37859,MultiSigWallet,0,unchecked external call
37881,MultiSigWallet,0,unchecked external call
37891,Escrow,0,unchecked external call
37939,PricingStrategy,0,unchecked external call
37939,ERC20,0,unchecked external call
37939,SafeMath,0,unchecked external call
37939,StandardToken,0,unchecked external call
37939,coinScheduleReferral,0,unchecked external call
37944,SafeMath,0,unchecked external call
37944,Owned,0,unchecked external call
37944,SphereTokenFactor,0,unchecked external call
37944,Haltable,0,unchecked external call
37944,PricingMechanism,0,unchecked external call
37944,DAOControlle,0,unchecked external call
37944,CrowdSale,0,unchecked external call
37945,SafeMath,0,unchecked external call
37945,Owned,0,unchecked external call
37945,SphereTokenFactor,0,unchecked external call
37945,Haltable,0,unchecked external call
37945,PricingMechanism,0,unchecked external call
37945,DAOControlle,0,unchecked external call
37945,CrowdSale,0,unchecked external call
37987,Token,0,unchecked external call
37987,ERC20Token,0,unchecked external call
37991,Token,0,unchecked external call
37991,HumanStandardToken,0,unchecked external call
38020,MultiSigWallet,0,unchecked external call
38027,MultiSigWallet,0,unchecked external call
38027,MultiSigWalletWithDailyLimit,0,unchecked external call
38030,MultiSigWallet,0,unchecked external call
38030,MultiSigWalletWithDailyLimit,0,unchecked external call
38050,MultiSigWallet,0,unchecked external call
38231,MultiSigWallet,0,unchecked external call
38281,Token,0,unchecked external call
38281,DollHair,0,unchecked external call
38289,SafeMath,0,unchecked external call
38289,Controlled,0,unchecked external call
38289,SphereTokenFactor,0,unchecked external call
38289,Haltable,0,unchecked external call
38289,PricingMechanism,0,unchecked external call
38289,DAOControlle,0,unchecked external call
38289,CrowdSalePreICO,0,unchecked external call
38310,OraclizeI,0,unchecked external call
38310,OraclizeAddrResolverI,0,unchecked external call
38310,usingOraclize,0,unchecked external call
38310,DSSafeAddSub,0,unchecked external call
38310,Swanroll,0,unchecked external call
38371,MultiSigWallet,0,unchecked external call
38372,MultiSigWallet,0,unchecked external call
38389,ERC20,0,unchecked external call
38389,DistrictBuyer,0,unchecked external call
38393,ERC20,0,unchecked external call
38393,DistrictBuyer,0,unchecked external call
38420,ERC20,0,unchecked external call
38420,CoinDashBuyer,0,unchecked external call
38430,MultiSigWallet,0,unchecked external call
38435,MultiSigWallet,0,unchecked external call
38464,Token,0,unchecked external call
38464,ERC20Token,0,unchecked external call
38493,MultiSigWallet,0,unchecked external call
38497,Token,0,unchecked external call
38497,Kitcoins,0,unchecked external call
38517,MultiSigWallet,0,unchecked external call
38518,MultiSigWallet,0,unchecked external call
38518,MultiSigWalletWithDailyLimit,0,unchecked external call
38524,owned,0,unchecked external call
38524,MultiSig,0,unchecked external call
38524,MultiSigWallet,0,unchecked external call
38524,token,0,unchecked external call
38524,MultiSigToken,0,unchecked external call
38526,owned,0,unchecked external call
38526,MultiSig,0,unchecked external call
38526,MultiSigWallet,0,unchecked external call
38526,token,0,unchecked external call
38526,MultiSigToken,0,unchecked external call
38528,OraclizeI,1,unchecked external call
38528,OraclizeAddrResolverI,0,unchecked external call
38528,usingOraclize,0,unchecked external call
38528,DSMath,0,unchecked external call
38528,LedgerProofVerifyI,0,unchecked external call
38528,Owned,0,unchecked external call
38528,oraclizeSettings,0,unchecked external call
38528,HouseManaged,0,unchecked external call
38528,usingInvestorsModule,0,unchecked external call
38528,EmergencyWithdrawalModule,0,unchecked external call
38528,Slot,0,unchecked external call
38529,MultiSigWallet,0,unchecked external call
38530,Base,0,unchecked external call
38530,Owned,0,unchecked external call
38530,ServiceProvider,0,unchecked external call
38530,XRateProvider,0,unchecked external call
38530,SubscriptionBase,0,unchecked external call
38530,SubscriptionModule,0,unchecked external call
38530,ERC20ModuleSupport,0,unchecked external call
38531,Base,0,unchecked external call
38531,Owned,0,unchecked external call
38531,ServiceProvider,0,unchecked external call
38531,XRateProvider,0,unchecked external call
38531,SubscriptionBase,0,unchecked external call
38531,SubscriptionModule,0,unchecked external call
38531,ERC20ModuleSupport,0,unchecked external call
38550,SafeMath,0,unchecked external call
38550,Token,0,unchecked external call
38550,LATPToken,0,unchecked external call
38551,SafeMath,0,unchecked external call
38551,Token,0,unchecked external call
38551,LATPToken,0,unchecked external call
38551,LATOPreICO,0,unchecked external call
38553,MultiSigWallet,0,unchecked external call
38554,MultiSigWallet,0,unchecked external call
38571,MultiSigWallet,0,unchecked external call
38572,MultiSigWallet,0,unchecked external call
38573,MultiSigWallet,0,unchecked external call
38575,MultiSigWallet,0,unchecked external call
38637,MultiSigWallet,0,unchecked external call
38638,MultiSigWallet,0,unchecked external call
38639,MultiSigWallet,0,unchecked external call
38651,SafeMath,0,unchecked external call
38651,Token,0,unchecked external call
38651,Ethex,0,unchecked external call
38654,MultiSigWallet,0,unchecked external call
38657,MultiSigWallet,0,unchecked external call
38664,Base,0,unchecked external call
38664,Owned,0,unchecked external call
38664,ServiceProvider,0,unchecked external call
38664,XRateProvider,0,unchecked external call
38664,SubscriptionBase,0,unchecked external call
38664,SubscriptionModule,0,unchecked external call
38664,ERC20ModuleSupport,0,unchecked external call
38673,Base,0,unchecked external call
38673,Owned,0,unchecked external call
38673,ServiceProvider,0,unchecked external call
38673,XRateProvider,0,unchecked external call
38673,SubscriptionBase,0,unchecked external call
38673,SubscriptionModule,0,unchecked external call
38673,ERC20ModuleSupport,0,unchecked external call
38676,Base,0,unchecked external call
38676,Owned,0,unchecked external call
38676,ServiceProvider,0,unchecked external call
38676,XRateProvider,0,unchecked external call
38676,SubscriptionBase,0,unchecked external call
38676,SubscriptionModule,0,unchecked external call
38676,ERC20ModuleSupport,0,unchecked external call
38685,Base,0,unchecked external call
38685,Owned,0,unchecked external call
38685,ServiceProvider,0,unchecked external call
38685,XRateProvider,0,unchecked external call
38685,SubscriptionBase,0,unchecked external call
38685,SubscriptionModule,0,unchecked external call
38685,ERC20ModuleSupport,0,unchecked external call
38686,Base,0,unchecked external call
38686,Owned,0,unchecked external call
38686,ServiceProvider,0,unchecked external call
38686,XRateProvider,0,unchecked external call
38686,SubscriptionBase,0,unchecked external call
38686,SubscriptionModule,0,unchecked external call
38686,ERC20ModuleSupport,0,unchecked external call
38689,Interface,0,unchecked external call
38689,Registrar,0,unchecked external call
38690,Interface,0,unchecked external call
38690,Registrar,0,unchecked external call
38719,MultiSigWallet,0,unchecked external call
38721,Owned,0,unchecked external call
38721,Mutex,0,unchecked external call
38721,Rental,0,unchecked external call
38721,Token,0,unchecked external call
38721,Ledger,0,unchecked external call
38724,Ownable,0,unchecked external call
38724,Token,0,unchecked external call
38724,ERC20nator,0,unchecked external call
38751,token,0,unchecked external call
38751,owned,0,unchecked external call
38751,tokenRecipient,0,unchecked external call
38751,Token,0,unchecked external call
38751,Association,0,unchecked external call
38787,EscrowGoods,0,unchecked external call
38810,OraclizeI,0,unchecked external call
38810,OraclizeAddrResolverI,1,unchecked external call
38810,usingOraclize,0,unchecked external call
38810,DSMath,0,unchecked external call
38810,LedgerProofVerifyI,0,unchecked external call
38810,Owned,0,unchecked external call
38810,oraclizeSettings,0,unchecked external call
38810,HouseManaged,0,unchecked external call
38810,usingInvestorsModule,0,unchecked external call
38810,EmergencyWithdrawalModule,0,unchecked external call
38810,Slot,0,unchecked external call
38865,Token,0,unchecked external call
38865,E4LavaRewards,0,unchecked external call
38865,E4LavaOptIn,0,unchecked external call
38865,E4Lava,0,unchecked external call
38904,MultiSigWallet,0,unchecked external call
38912,DSAuthority,0,unchecked external call
38912,DSAuthEvents,0,unchecked external call
38912,DSAuth,0,unchecked external call
38912,DSNote,0,unchecked external call
38912,DSMath,0,unchecked external call
38912,DSThing,0,unchecked external call
38912,DSValue,0,unchecked external call
38912,DSCache,0,unchecked external call
38912,Poker,0,unchecked external call
38922,MultiSigWallet,0,unchecked external call
38923,DSAuthority,0,unchecked external call
38923,DSAuthEvents,0,unchecked external call
38923,DSAuth,0,unchecked external call
38923,DSNote,0,unchecked external call
38923,DSMath,0,unchecked external call
38923,DSThing,0,unchecked external call
38923,DSValue,0,unchecked external call
38923,DSCache,0,unchecked external call
38923,Poker,0,unchecked external call
38932,iE4RowEscrow,0,unchecked external call
38932,Token,0,unchecked external call
38932,E4RowRewards,0,unchecked external call
38932,E4Token,0,unchecked external call
38934,MultiSigWallet,0,unchecked external call
38953,Token,0,unchecked external call
38953,E4LavaRewards,0,unchecked external call
38953,E4Lava,0,unchecked external call
38954,E4RowEscrow,0,unchecked external call
38957,MultiSigWallet,0,unchecked external call
38962,MultiSigWallet,0,unchecked external call
38965,MultiSigWallet,0,unchecked external call
38967,MultiSigWallet,0,unchecked external call
38970,MultiSigWallet,0,unchecked external call
38971,MultiSigWallet,0,unchecked external call
38972,MultiSigWallet,0,unchecked external call
39019,ERC20,0,unchecked external call
39019,TokenPool,0,unchecked external call
39019,TokenPoolList,0,unchecked external call
39060,OraclizeI,0,unchecked external call
39060,OraclizeAddrResolverI,0,unchecked external call
39060,usingOraclize,1,unchecked external call
39060,DSMath,0,unchecked external call
39060,LedgerProofVerifyI,0,unchecked external call
39060,Owned,0,unchecked external call
39060,oraclizeSettings,0,unchecked external call
39060,HouseManaged,0,unchecked external call
39060,usingInvestorsModule,0,unchecked external call
39060,EmergencyWithdrawalModule,0,unchecked external call
39060,Slot,0,unchecked external call
39068,Owned,0,unchecked external call
39068,Mutex,0,unchecked external call
39068,Rental,0,unchecked external call
39068,Token,0,unchecked external call
39068,Ledger,0,unchecked external call
39079,Token,0,unchecked external call
39079,HumanStandardToken,0,unchecked external call
39079,Owned,0,unchecked external call
39079,Pixel,0,unchecked external call
39113,Token,0,unchecked external call
39113,HumanStandardToken,0,unchecked external call
39127,ERC223TokenInterface,0,unchecked external call
39127,ERC223ContractInterface,0,unchecked external call
39127,DASToken,0,unchecked external call
39127,ABCToken,0,unchecked external call
39127,DAS,0,unchecked external call
39139,MultiSigWallet,0,unchecked external call
39140,MultiSigWallet,0,unchecked external call
39146,MultiSigWallet,0,unchecked external call
39147,OraclizeI,0,unchecked external call
39147,OraclizeAddrResolverI,0,unchecked external call
39147,usingOraclize,1,unchecked external call
39147,DSMath,0,unchecked external call
39147,LedgerProofVerifyI,0,unchecked external call
39147,Owned,0,unchecked external call
39147,oraclizeSettings,0,unchecked external call
39147,HouseManaged,0,unchecked external call
39147,usingInvestorsModule,0,unchecked external call
39147,EmergencyWithdrawalModule,0,unchecked external call
39147,Slot,0,unchecked external call
39173,MultiSigWallet,0,unchecked external call
39176,ERC223TokenInterface,0,unchecked external call
39176,ERC223ContractInterface,0,unchecked external call
39176,DASToken,0,unchecked external call
39176,ABCToken,0,unchecked external call
39176,DAS,0,unchecked external call
39178,MultiSigWallet,0,unchecked external call
39183,DSMath,0,unchecked external call
39183,OraclizeI,0,unchecked external call
39183,OraclizeAddrResolverI,0,unchecked external call
39183,usingOraclize,1,unchecked external call
39183,LedgerProofVerifyI,0,unchecked external call
39183,Owned,0,unchecked external call
39183,oraclizeSettings,0,unchecked external call
39183,HouseManaged,0,unchecked external call
39183,usingInvestorsModule,0,unchecked external call
39183,EmergencyWithdrawalModule,0,unchecked external call
39183,Slot,0,unchecked external call
39199,BranchWallet,0,unchecked external call
39199,BranchSender,0,unchecked external call
39207,MultiSigWallet,0,unchecked external call
39248,ContractReceiver,0,unchecked external call
39248,ERC23,0,unchecked external call
39248,ERC23Token,0,unchecked external call
39248,DASToken,0,unchecked external call
39248,ABCToken,0,unchecked external call
39248,DAS,0,unchecked external call
39268,TownCrier,1,unchecked external call
39269,RegBase,0,unchecked external call
39269,Factory,0,unchecked external call
39269,BaktInterface,0,unchecked external call
39269,Bakt,0,unchecked external call
39269,BaktFactory,0,unchecked external call
39290,MultiSigWallet,0,unchecked external call
39314,MultiSigWallet,0,unchecked external call
39319,Owned,0,unchecked external call
39319,Destroyable,0,unchecked external call
39319,Object,0,unchecked external call
39319,ERC20,0,unchecked external call
39319,Recipient,0,unchecked external call
39319,Congress,0,unchecked external call
39326,Owned,0,unchecked external call
39326,Destroyable,0,unchecked external call
39326,Object,0,unchecked external call
39326,ERC20,0,unchecked external call
39326,Recipient,0,unchecked external call
39326,Congress,0,unchecked external call
39326,Builder,0,unchecked external call
39326,BuilderCongress,0,unchecked external call
39327,Owned,0,unchecked external call
39327,Destroyable,0,unchecked external call
39327,Object,0,unchecked external call
39327,ERC20,0,unchecked external call
39327,Recipient,0,unchecked external call
39327,Congress,0,unchecked external call
39341,Owned,0,unchecked external call
39341,Token,0,unchecked external call
39341,TokenSender,0,unchecked external call
39358,Owned,0,unchecked external call
39358,Proxy,0,unchecked external call
39358,RecoverableController,0,unchecked external call
39358,IdentityFactory,0,unchecked external call
39375,MultiSigWallet,0,unchecked external call
39375,MultiSigWalletWithDailyLimit,0,unchecked external call
39380,OraclizeI,0,unchecked external call
39380,OraclizeAddrResolverI,0,unchecked external call
39380,usingOraclize,0,unchecked external call
39380,DSSafeAddSub,0,unchecked external call
39380,Etheroll,0,unchecked external call
39381,OraclizeI,0,unchecked external call
39381,OraclizeAddrResolverI,0,unchecked external call
39381,usingOraclize,0,unchecked external call
39381,DSSafeAddSub,0,unchecked external call
39381,Etheroll,0,unchecked external call
39383,OraclizeI,0,unchecked external call
39383,OraclizeAddrResolverI,0,unchecked external call
39383,usingOraclize,0,unchecked external call
39383,DSSafeAddSub,0,unchecked external call
39383,Etheroll,0,unchecked external call
39384,OraclizeI,0,unchecked external call
39384,OraclizeAddrResolverI,0,unchecked external call
39384,usingOraclize,0,unchecked external call
39384,DSSafeAddSub,0,unchecked external call
39384,Etheroll,0,unchecked external call
39385,OraclizeI,0,unchecked external call
39385,OraclizeAddrResolverI,0,unchecked external call
39385,usingOraclize,0,unchecked external call
39385,DSSafeAddSub,0,unchecked external call
39385,Etheroll,0,unchecked external call
39388,iE4RowEscrow,0,unchecked external call
39388,E4RowEscrow,0,unchecked external call
39392,OraclizeI,0,unchecked external call
39392,OraclizeAddrResolverI,0,unchecked external call
39392,usingOraclize,0,unchecked external call
39392,DSSafeAddSub,0,unchecked external call
39392,Etheroll,0,unchecked external call
39393,OraclizeI,0,unchecked external call
39393,OraclizeAddrResolverI,0,unchecked external call
39393,usingOraclize,0,unchecked external call
39393,DSSafeAddSub,0,unchecked external call
39393,Etheroll,0,unchecked external call
39394,OraclizeI,0,unchecked external call
39394,OraclizeAddrResolverI,0,unchecked external call
39394,usingOraclize,0,unchecked external call
39394,DSSafeAddSub,0,unchecked external call
39394,Etheroll,0,unchecked external call
39395,OraclizeI,0,unchecked external call
39395,OraclizeAddrResolverI,0,unchecked external call
39395,usingOraclize,0,unchecked external call
39395,DSSafeAddSub,0,unchecked external call
39395,Etheroll,0,unchecked external call
39396,OraclizeI,0,unchecked external call
39396,OraclizeAddrResolverI,0,unchecked external call
39396,usingOraclize,0,unchecked external call
39396,DSSafeAddSub,0,unchecked external call
39396,Etheroll,0,unchecked external call
39397,OraclizeI,0,unchecked external call
39397,OraclizeAddrResolverI,0,unchecked external call
39397,usingOraclize,0,unchecked external call
39397,DSSafeAddSub,0,unchecked external call
39397,Etheroll,0,unchecked external call
39398,OraclizeI,0,unchecked external call
39398,OraclizeAddrResolverI,0,unchecked external call
39398,usingOraclize,0,unchecked external call
39398,DSSafeAddSub,0,unchecked external call
39398,Etheroll,0,unchecked external call
39399,OraclizeI,0,unchecked external call
39399,OraclizeAddrResolverI,0,unchecked external call
39399,usingOraclize,0,unchecked external call
39399,DSSafeAddSub,0,unchecked external call
39399,Etheroll,0,unchecked external call
3940,OraclizeI,0,unchecked external call
3940,OraclizeAddrResolverI,0,unchecked external call
3940,usingOraclize,0,unchecked external call
3940,DSSafeAddSub,0,unchecked external call
3940,Etheroll,0,unchecked external call
