dataname,vulnerability,function_name,match
CVE-2018-17111,Access Control,Coinlancer,False
CVE-2018-17111,Integer Overflow,Coinlancer,False
CVE-2018-17111,Integer Overflow,balances,False
CVE-2018-17111,Integer Overflow,transferFrom,False
CVE-2018-17111,Integer Overflow,approve,False
CVE-2018-17111,Integer Overflow,setOwner,False
CVE-2018-17111,Integer Overflow,setTotalSupply,False
CVE-2018-17111,Integer Overflow,transfer,False
CVE-2018-17111,Integer Overflow,allowance,False
CVE-2018-17111,Integer Overflow,setBalance,False
CVE-2018-17111,Integer Overflow,totalSupply,False
CVE-2018-17111,Integer Overflow,setBalances,False
CVE-2018-17111,Wrong Logic,approve,False
CVE-2018-17111,Typo Constructor,Coinlancer,False
CVE-2018-17111,Access Control,transfer,False
CVE-2018-11687,Access Control,distributeBTR,False
CVE-2018-11687,Integer Overflow,distributeBTR,True
CVE-2018-11687,Integer Overflow,transferFrom,False
CVE-2018-11687,Wrong Logic,setBalance,False
CVE-2018-11687,Access Control,setBalance,False
CVE-2018-11687,Integer Overflow,transfer,False
CVE-2018-11687,Typo,setBalance,False
CVE-2018-11687,Integer Overflow,approve,False
CVE-2018-11687,Access Control,approve,False
CVE-2018-12959,Integer Overflow,Multiple Functions,False
CVE-2018-12959,Token Devalue,Multiple Functions,False
CVE-2018-12959,Wrong Logic,Multiple Functions,False
CVE-2018-12959,Access Control,Multiple Functions,False
CVE-2018-12959,Typo Constructor,Multiple Functions,False
CVE-2018-12959,Bad Randomness,Multiple Functions,False
CVE-2018-12959,Integer Overflow,transfer,False
CVE-2018-12959,Integer Overflow,transferFrom,False
CVE-2018-13493,Integer Overflow,mintToken,True
CVE-2018-13493,Access Control,enablePurchasing,False
CVE-2018-13493,Integer Overflow,burnFrom,False
CVE-2018-13493,Access Control,setPrices,False
CVE-2018-13493,Access Control,disablePurchasing,False
CVE-2018-13493,Integer Overflow,burn,False
CVE-2018-13493,Access Control,freezeAccount,False
CVE-2018-13493,Integer Overflow,fallback,False
CVE-2018-13493,Integer Overflow,sell,False
CVE-2018-13493,Integer Overflow,(),False
CVE-2018-13493,Integer Overflow,distributeToken,False
CVE-2018-13493,Integer Overflow,setPrices,False
CVE-2018-19832,Wrong Logic,transferFrom,False
CVE-2018-19832,Integer Overflow,withdrawForeignTokens,False
CVE-2018-19832,Integer Overflow,withdraw,False
CVE-2018-19832,Integer Overflow,burn,False
CVE-2018-19832,Bad Randomness,distr,False
CVE-2018-19832,Integer Overflow,getTokenBalance,False
CVE-2018-19832,Integer Overflow,balanceOf,False
CVE-2018-19832,Integer Overflow,approve,False
CVE-2018-19832,Integer Overflow,transfer,False
CVE-2018-19832,Integer Overflow,distr,False
CVE-2018-19832,Integer Overflow,allowance,False
CVE-2018-19832,Integer Overflow,getTokens,False
CVE-2018-19832,Integer Overflow,transferFrom,False
CVE-2018-19832,Integer Overflow,finishDistribution,False
CVE-2018-19832,Integer Overflow,balances,False
CVE-2018-19832,Integer Overflow,setBalance,False
CVE-2018-19832,Integer Overflow,totalSupply,False
CVE-2018-19832,Integer Overflow,distribute,False
CVE-2018-19832,Access Control,getTokens,False
CVE-2018-19832,Bad Randomness,approve,False
CVE-2018-12063,Integer Overflow,setPrices,False
CVE-2018-12063,Integer Overflow,mintToken,False
CVE-2018-12063,Wrong Logic,buy,False
CVE-2018-12063,Access Control,transferFrom,False
CVE-2018-12063,Bad Randomness,approve,False
CVE-2018-12063,Integer Overflow,transfer,False
CVE-2018-12063,Access Control,burnFrom,False
CVE-2018-12063,Wrong Logic,transferFrom,False
CVE-2018-19834,Integer Overflow,mint,False
CVE-2018-19834,Integer Overflow,decreaseApproval,False
CVE-2018-19834,Integer Overflow,pullBack,False
CVE-2018-19834,Integer Overflow,showMyTokenBalance,False
CVE-2018-19834,Integer Overflow,increaseApproval,False
CVE-2018-19834,Bad Randomness,mint,False
CVE-2018-19834,Access Control,transferFrom,False
CVE-2018-19834,Integer Overflow,transferFrom,False
CVE-2018-19834,Access Control,transfer,False
CVE-2018-12975,Access Control,multiple Functions,False
CVE-2018-12975,Integer Overflow,multiple Functions,False
CVE-2018-12975,Wrong Logic,multiple Functions,False
CVE-2018-12975,Unchecked Return Value,mint,False
CVE-2018-12975,Integer Overflow,mint,False
CVE-2018-12975,Integer Overflow,addExp,False
CVE-2018-12975,Integer Overflow,levelUp,False
CVE-2018-13782,Bad Randomness,mintToken,False
CVE-2018-13782,Access Control,mintToken,False
CVE-2018-13782,Token Devalue,mintToken,False
CVE-2018-13782,Integer Overflow,mintToken,True
CVE-2018-13782,Wrong Logic,mintToken,False
CVE-2018-13782,Access Control,sell,False
CVE-2018-13782,Access Control,transfer,False
CVE-2018-13782,Bad Randomness,buy,False
CVE-2018-13782,Integer Overflow,transferFrom,False
CVE-2018-13782,Bad Randomness,approveAndCall,False
CVE-2018-13782,Integer Overflow,sell,False
CVE-2018-13782,Wrong Logic,transferFrom,False
CVE-2018-13836,Integer Overflow,transferFrom,False
CVE-2018-13836,Integer Overflow,withdrawFunds,False
CVE-2018-13836,Integer Overflow,multiTransfer,True
CVE-2018-13836,Integer Overflow,approve,False
CVE-2018-13836,Integer Overflow,setupAirDrop,False
CVE-2018-13836,Bad Randomness,transferFrom,False
CVE-2018-13836,Bad Randomness,transfer,False
CVE-2018-13836,Integer Overflow,transfer,False
CVE-2018-13836,Integer Overflow,allowance,False
CVE-2018-13836,Integer Overflow,,False
CVE-2018-13836,Wrong Logic,approve,False
CVE-2018-13836,Access Control,withdrawFunds,False
CVE-2018-13836,Access Control,setupAirDrop,False
CVE-2018-10944,Unauthorized function,transfer_ownership,False
CVE-2018-10944,Incorrect calculation of the holder's profit,request_dividend,False
CVE-2018-10944,Unauthorized function,drain,False
CVE-2018-10944,Incorrect handling of the result from the Oraclize query,__callback,False
CVE-2018-10944,Unused function,convert,False
CVE-2018-10944,Incorrect handling of the result from the Oraclize query,stringToUint,False
CVE-2018-10944,Integer Overflow,transferFrom,False
CVE-2018-10944,Integer Overflow,approve,False
CVE-2018-10944,Integer Overflow,transfer,False
CVE-2018-10944,Integer Overflow,balanceOf,False
CVE-2018-10944,Integer Overflow,getBalance,False
CVE-2018-13113,Access Control,transferFrom,False
CVE-2018-13113,Multiple Functions,transfer,False
CVE-2018-13113,Bad Randomness,transfer,False
CVE-2018-13113,Integer Overflow,transfer,False
CVE-2018-13113,Bad Randomness,transferFrom,False
CVE-2018-13113,Token Devalue,transferFrom,False
CVE-2018-13113,Access Control,transfer,False
CVE-2018-13113,Wrong Logic,transferFrom,False
CVE-2018-13113,Token Devalue,transfer,False
CVE-2018-13113,Ty Constructor,transferFrom,False
CVE-2018-13113,Integer Overflow,transferFrom,False
CVE-2018-13113,Multiple Functions,transferFrom,False
CVE-2018-13113,Wrong Logic,transfer,False
CVE-2018-13113,Ty Constructor,transfer,False
CVE-2018-13113,Integer Overflow,increaseApproval,False
CVE-2018-13113,Integer Overflow,approve,False
CVE-2018-13113,Integer Overflow,decreaseApproval,False
CVE-2018-13113,Integer Overflow,setBalance,False
CVE-2018-13113,Integer Overflow,balanceOf,False
CVE-2018-13113,Integer Overflow,totalSupply,False
CVE-2018-13113,Token Devalue,HashnodeTestCoin,False
CVE-2018-13113,Wrong Logic,approveAndCall,False
CVE-2018-13113,Bad Randomness,receiveApproval,False
CVE-2018-13227,Integer Overflow,sell,True
CVE-2018-13227,Integer Overflow,buy,False
CVE-2018-13227,Integer Overflow,mintToken,False
CVE-2018-13227,Bad Randomness,setPrices,False
CVE-2018-13227,Integer Overflow,transferFrom,False
CVE-2018-13227,Wrong Logic,sell,False
CVE-2018-13227,Wrong Logic,buy,False
CVE-2018-13227,Wrong Logic,transferFrom,False
CVE-2018-13227,Access Control,approveAndCall,False
CVE-2018-13227,Access Control,transfer,False
CVE-2018-14063,Integer Overflow,decreaseApproval,False
CVE-2018-14063,Integer Overflow,increaseApproval,True
CVE-2018-14063,Integer Overflow,approve,False
CVE-2018-14063,Integer Overflow,transfer,False
CVE-2018-14063,Integer Overflow,transferFrom,False
CVE-2018-14063,Wrong Logic,decreaseApproval,False
CVE-2018-14063,Wrong Logic,approve,False
CVE-2018-14063,Wrong Logic,increaseApproval,False
CVE-2021-34273,Integer Overflow,approve,False
CVE-2021-34273,Typo Constructor,transferFrom,False
CVE-2021-34273,Integer Overflow,allowance,False
CVE-2021-34273,Access Control,allowance,False
CVE-2021-34273,Wrong Logic,transfer,False
CVE-2021-34273,Access Control,transfer,False
CVE-2021-34273,Typo Constructor,approve,False
CVE-2021-34273,Typo Constructor,transfer,False
CVE-2021-34273,Access Control,transferFrom,False
CVE-2021-34273,Wrong Logic,approve,False
CVE-2021-34273,Typo Constructor,allowance,False
CVE-2021-34273,Integer Overflow,transfer,False
CVE-2021-34273,Wrong Logic,transferFrom,False
CVE-2021-34273,Integer Overflow,transferFrom,False
CVE-2021-34273,Wrong Logic,allowance,False
CVE-2021-34273,Access Control,approve,False
CVE-2021-34273,Typo Constructor,B2X,False
CVE-2021-34273,Integer Overflow,distributeToken,False
CVE-2018-14715,Integer Overflow,mintBatch,False
CVE-2018-14715,Integer Overflow,mintPack,False
CVE-2018-14715,Integer Overflow,mint,False
CVE-2018-14715,Integer Overflow,submitCounterStack,False
CVE-2018-14715,Integer Overflow,submitStack,False
CVE-2018-14715,Integer Overflow,buyPack,False
CVE-2018-10299,Access Control,transferFrom,False
CVE-2018-10299,Access Control,transfer,False
CVE-2018-10299,Wrong Logic,approve,False
CVE-2018-10299,Integer Overflow,batchTransfer,True
