---------------------------------------
Begin Slurm Prolog: Nov-19-2024 00:07:52
Job ID:    953056
User ID:   zyahn3
Account:   scs
Job name:  finetuningNxcode
Partition: coc-gpu
---------------------------------------
/home/hice1/zyahn3/.conda/envs/BugScanner
Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]
 52%|█████▏    | 1453/2780 [2:01:32<1:33:39,  4.23s/it]
 52%|█████▏    | 1454/2780 [2:01:36<1:35:07,  4.30s/it]
 52%|█████▏    | 1455/2780 [2:01:42<1:40:47,  4.56s/it]
 52%|█████▏    | 1456/2780 [2:01:47<1:44:35,  4.74s/it]
 52%|█████▏    | 1457/2780 [2:01:52<1:47:08,  4.86s/it]
 52%|█████▏    | 1458/2780 [2:01:55<1:36:49,  4.39s/it]
 52%|█████▏    | 1459/2780 [2:02:00<1:35:55,  4.36s/it]
 53%|█████▎    | 1460/2780 [2:02:04<1:35:49,  4.36s/it]
                                                       

 53%|█████▎    | 1460/2780 [2:02:04<1:35:49,  4.36s/it]
 53%|█████▎    | 1461/2780 [2:02:08<1:33:36,  4.26s/it]
 53%|█████▎    | 1462/2780 [2:02:14<1:46:58,  4.87s/it]
 53%|█████▎    | 1463/2780 [2:02:18<1:38:48,  4.50s/it]
 53%|█████▎    | 1464/2780 [2:02:23<1:42:55,  4.69s/it]
 53%|█████▎    | 1465/2780 [2:02:28<1:43:31,  4.72s/it]
 53%|█████▎    | 1466/2780 [2:02:34<1:53:19,  5.17s/it]
 53%|█████▎    | 1467/2780 [2:02:39<1:53:02,  5.17s/it]
 53%|█████▎    | 1468/2780 [2:02:45<1:54:18,  5.23s/it]
 53%|█████▎    | 1469/2780 [2:02:49<1:51:01,  5.08s/it]
 53%|█████▎    | 1470/2780 [2:02:54<1:51:19,  5.10s/it]
                                                       

 53%|█████▎    | 1470/2780 [2:02:54<1:51:19,  5.10s/it]
 53%|█████▎    | 1471/2780 [2:03:00<1:51:33,  5.11s/it]
 53%|█████▎    | 1472/2780 [2:03:04<1:44:31,  4.79s/it]
 53%|█████▎    | 1473/2780 [2:03:08<1:43:13,  4.74s/it]
 53%|█████▎    | 1474/2780 [2:03:10<1:23:41,  3.85s/it]
 53%|█████▎    | 1475/2780 [2:03:16<1:39:09,  4.56s/it]
 53%|█████▎    | 1476/2780 [2:03:19<1:27:44,  4.04s/it]
 53%|█████▎    | 1477/2780 [2:03:25<1:41:57,  4.69s/it]
 53%|█████▎    | 1478/2780 [2:03:31<1:51:51,  5.15s/it]
 53%|█████▎    | 1479/2780 [2:03:38<1:58:44,  5.48s/it]
 53%|█████▎    | 1480/2780 [2:03:42<1:50:34,  5.10s/it]
                                                       

 53%|█████▎    | 1480/2780 [2:03:42<1:50:34,  5.10s/it]
 53%|█████▎    | 1481/2780 [2:03:47<1:50:44,  5.12s/it]
 53%|█████▎    | 1482/2780 [2:03:49<1:29:55,  4.16s/it]
 53%|█████▎    | 1483/2780 [2:03:55<1:41:29,  4.70s/it]
 53%|█████▎    | 1484/2780 [2:04:00<1:40:43,  4.66s/it]
 53%|█████▎    | 1485/2780 [2:04:04<1:36:15,  4.46s/it]
 53%|█████▎    | 1486/2780 [2:04:08<1:38:03,  4.55s/it]
 53%|█████▎    | 1487/2780 [2:04:13<1:41:49,  4.72s/it]
 54%|█████▎    | 1488/2780 [2:04:19<1:46:40,  4.95s/it]
 54%|█████▎    | 1489/2780 [2:04:24<1:44:19,  4.85s/it]
 54%|█████▎    | 1490/2780 [2:04:29<1:46:06,  4.94s/it]
                                                       

 54%|█████▎    | 1490/2780 [2:04:29<1:46:06,  4.94s/it]
 54%|█████▎    | 1491/2780 [2:04:31<1:29:42,  4.18s/it]
 54%|█████▎    | 1492/2780 [2:04:37<1:41:38,  4.74s/it]
 54%|█████▎    | 1493/2780 [2:04:42<1:42:49,  4.79s/it]
 54%|█████▎    | 1494/2780 [2:04:48<1:49:38,  5.12s/it]
 54%|█████▍    | 1495/2780 [2:04:50<1:31:57,  4.29s/it]
 54%|█████▍    | 1496/2780 [2:04:56<1:38:00,  4.58s/it]
 54%|█████▍    | 1497/2780 [2:04:59<1:29:46,  4.20s/it]
 54%|█████▍    | 1498/2780 [2:05:05<1:42:42,  4.81s/it]
 54%|█████▍    | 1499/2780 [2:05:11<1:51:57,  5.24s/it]
 54%|█████▍    | 1500/2780 [2:05:18<1:58:10,  5.54s/it]
                                                       

 54%|█████▍    | 1500/2780 [2:05:18<1:58:10,  5.54s/it]/home/hice1/zyahn3/.local/lib/python3.9/site-packages/peft/utils/save_and_load.py:257: UserWarning: Setting `save_embedding_layers` to `True` as the embedding layer has been resized during finetuning.
  warnings.warn(
/home/hice1/zyahn3/.local/lib/python3.9/site-packages/torch/_dynamo/eval_frame.py:632: UserWarning: torch.utils.checkpoint: the use_reentrant parameter should be passed explicitly. In version 2.5 we will raise an exception if use_reentrant is not passed. use_reentrant=False is recommended, but if you need to preserve the current default behavior, you can pass use_reentrant=True. Refer to docs for more details on the differences between the two variants.
  return fn(*args, **kwargs)

 54%|█████▍    | 1501/2780 [2:05:30<2:43:21,  7.66s/it]
 54%|█████▍    | 1502/2780 [2:05:33<2:13:07,  6.25s/it]
 54%|█████▍    | 1503/2780 [2:05:36<1:51:02,  5.22s/it]
 54%|█████▍    | 1504/2780 [2:05:42<1:57:42,  5.53s/it]
 54%|█████▍    | 1505/2780 [2:05:48<2:01:50,  5.73s/it]
 54%|█████▍    | 1506/2780 [2:05:52<1:48:44,  5.12s/it]
 54%|█████▍    | 1507/2780 [2:05:57<1:48:40,  5.12s/it]
 54%|█████▍    | 1508/2780 [2:06:03<1:55:29,  5.45s/it]
 54%|█████▍    | 1509/2780 [2:06:09<1:56:16,  5.49s/it]
 54%|█████▍    | 1510/2780 [2:06:14<1:54:01,  5.39s/it]
                                                       

 54%|█████▍    | 1510/2780 [2:06:14<1:54:01,  5.39s/it]
 54%|█████▍    | 1511/2780 [2:06:18<1:41:08,  4.78s/it]
 54%|█████▍    | 1512/2780 [2:06:24<1:50:11,  5.21s/it]
 54%|█████▍    | 1513/2780 [2:06:28<1:44:09,  4.93s/it]
 54%|█████▍    | 1514/2780 [2:06:33<1:45:48,  5.01s/it]
 54%|█████▍    | 1515/2780 [2:06:37<1:39:04,  4.70s/it]
 55%|█████▍    | 1516/2780 [2:06:40<1:27:56,  4.17s/it]
 55%|█████▍    | 1517/2780 [2:06:46<1:40:57,  4.80s/it]
 55%|█████▍    | 1518/2780 [2:06:51<1:38:42,  4.69s/it]
 55%|█████▍    | 1519/2780 [2:06:56<1:41:29,  4.83s/it]
 55%|█████▍    | 1520/2780 [2:07:01<1:43:25,  4.92s/it]
                                                       

 55%|█████▍    | 1520/2780 [2:07:01<1:43:25,  4.92s/it]
 55%|█████▍    | 1521/2780 [2:07:07<1:51:43,  5.32s/it]
 55%|█████▍    | 1522/2780 [2:07:13<1:50:56,  5.29s/it]
 55%|█████▍    | 1523/2780 [2:07:17<1:47:26,  5.13s/it]
 55%|█████▍    | 1524/2780 [2:07:23<1:50:17,  5.27s/it]
 55%|█████▍    | 1525/2780 [2:07:28<1:45:51,  5.06s/it]
 55%|█████▍    | 1526/2780 [2:07:30<1:32:08,  4.41s/it]
 55%|█████▍    | 1527/2780 [2:07:36<1:42:30,  4.91s/it]
 55%|█████▍    | 1528/2780 [2:07:43<1:51:05,  5.32s/it]
 55%|█████▌    | 1529/2780 [2:07:48<1:53:09,  5.43s/it]
 55%|█████▌    | 1530/2780 [2:07:53<1:46:33,  5.11s/it]
                                                       

 55%|█████▌    | 1530/2780 [2:07:53<1:46:33,  5.11s/it]
 55%|█████▌    | 1531/2780 [2:07:59<1:52:08,  5.39s/it]
 55%|█████▌    | 1532/2780 [2:08:04<1:49:39,  5.27s/it]
 55%|█████▌    | 1533/2780 [2:08:08<1:42:49,  4.95s/it]
 55%|█████▌    | 1534/2780 [2:08:13<1:44:08,  5.01s/it]
 55%|█████▌    | 1535/2780 [2:08:18<1:43:03,  4.97s/it]
 55%|█████▌    | 1536/2780 [2:08:22<1:36:47,  4.67s/it]
 55%|█████▌    | 1537/2780 [2:08:27<1:38:00,  4.73s/it]
 55%|█████▌    | 1538/2780 [2:08:31<1:33:11,  4.50s/it]
 55%|█████▌    | 1539/2780 [2:08:36<1:35:53,  4.64s/it]
 55%|█████▌    | 1540/2780 [2:08:41<1:37:27,  4.72s/it]
                                                       

 55%|█████▌    | 1540/2780 [2:08:41<1:37:27,  4.72s/it]
 55%|█████▌    | 1541/2780 [2:08:46<1:40:15,  4.86s/it]
 55%|█████▌    | 1542/2780 [2:08:51<1:39:41,  4.83s/it]
 56%|█████▌    | 1543/2780 [2:08:55<1:39:10,  4.81s/it]
 56%|█████▌    | 1544/2780 [2:09:01<1:41:10,  4.91s/it]
 56%|█████▌    | 1545/2780 [2:09:05<1:36:20,  4.68s/it]
 56%|█████▌    | 1546/2780 [2:09:11<1:43:45,  5.05s/it]
 56%|█████▌    | 1547/2780 [2:09:15<1:37:00,  4.72s/it]
 56%|█████▌    | 1548/2780 [2:09:19<1:37:44,  4.76s/it]
 56%|█████▌    | 1549/2780 [2:09:26<1:46:46,  5.20s/it]
 56%|█████▌    | 1550/2780 [2:09:29<1:32:19,  4.50s/it]
                                                       

 56%|█████▌    | 1550/2780 [2:09:29<1:32:19,  4.50s/it]
 56%|█████▌    | 1551/2780 [2:09:34<1:36:11,  4.70s/it]
 56%|█████▌    | 1552/2780 [2:09:40<1:45:35,  5.16s/it]
 56%|█████▌    | 1553/2780 [2:09:44<1:37:21,  4.76s/it]
 56%|█████▌    | 1554/2780 [2:09:45<1:17:47,  3.81s/it]
 56%|█████▌    | 1555/2780 [2:09:48<1:13:26,  3.60s/it]
 56%|█████▌    | 1556/2780 [2:09:54<1:22:54,  4.06s/it]
 56%|█████▌    | 1557/2780 [2:10:00<1:36:08,  4.72s/it]
 56%|█████▌    | 1558/2780 [2:10:05<1:37:06,  4.77s/it]
 56%|█████▌    | 1559/2780 [2:10:11<1:46:04,  5.21s/it]
 56%|█████▌    | 1560/2780 [2:10:15<1:38:22,  4.84s/it]
                                                       

 56%|█████▌    | 1560/2780 [2:10:15<1:38:22,  4.84s/it]
 56%|█████▌    | 1561/2780 [2:10:20<1:42:00,  5.02s/it]
 56%|█████▌    | 1562/2780 [2:10:22<1:22:07,  4.05s/it]
 56%|█████▌    | 1563/2780 [2:10:27<1:26:25,  4.26s/it]
 56%|█████▋    | 1564/2780 [2:10:31<1:24:31,  4.17s/it]
 56%|█████▋    | 1565/2780 [2:10:36<1:30:30,  4.47s/it]
 56%|█████▋    | 1566/2780 [2:10:41<1:32:09,  4.55s/it]
 56%|█████▋    | 1567/2780 [2:10:46<1:35:42,  4.73s/it]
 56%|█████▋    | 1568/2780 [2:10:52<1:44:44,  5.19s/it]
 56%|█████▋    | 1569/2780 [2:10:57<1:44:13,  5.16s/it]
 56%|█████▋    | 1570/2780 [2:11:02<1:39:36,  4.94s/it]
                                                       

 56%|█████▋    | 1570/2780 [2:11:02<1:39:36,  4.94s/it]
 57%|█████▋    | 1571/2780 [2:11:07<1:40:49,  5.00s/it]
 57%|█████▋    | 1572/2780 [2:11:12<1:41:38,  5.05s/it]
 57%|█████▋    | 1573/2780 [2:11:18<1:48:46,  5.41s/it]
 57%|█████▋    | 1574/2780 [2:11:22<1:39:20,  4.94s/it]
 57%|█████▋    | 1575/2780 [2:11:28<1:47:05,  5.33s/it]
 57%|█████▋    | 1576/2780 [2:11:34<1:45:55,  5.28s/it]
 57%|█████▋    | 1577/2780 [2:11:39<1:48:25,  5.41s/it]
 57%|█████▋    | 1578/2780 [2:11:42<1:32:54,  4.64s/it]
 57%|█████▋    | 1579/2780 [2:11:48<1:40:25,  5.02s/it]
 57%|█████▋    | 1580/2780 [2:11:54<1:47:39,  5.38s/it]
                                                       

 57%|█████▋    | 1580/2780 [2:11:54<1:47:39,  5.38s/it]
 57%|█████▋    | 1581/2780 [2:11:59<1:46:16,  5.32s/it]
 57%|█████▋    | 1582/2780 [2:12:03<1:38:07,  4.91s/it]
 57%|█████▋    | 1583/2780 [2:12:06<1:23:43,  4.20s/it]
 57%|█████▋    | 1584/2780 [2:12:10<1:20:20,  4.03s/it]
 57%|█████▋    | 1585/2780 [2:12:16<1:34:29,  4.74s/it]
 57%|█████▋    | 1586/2780 [2:12:19<1:24:15,  4.23s/it]
 57%|█████▋    | 1587/2780 [2:12:23<1:23:54,  4.22s/it]
 57%|█████▋    | 1588/2780 [2:12:27<1:22:01,  4.13s/it]
 57%|█████▋    | 1589/2780 [2:12:33<1:34:32,  4.76s/it]
 57%|█████▋    | 1590/2780 [2:12:40<1:45:29,  5.32s/it]
                                                       

 57%|█████▋    | 1590/2780 [2:12:40<1:45:29,  5.32s/it]
 57%|█████▋    | 1591/2780 [2:12:46<1:50:54,  5.60s/it]
 57%|█████▋    | 1592/2780 [2:12:51<1:48:49,  5.50s/it]
 57%|█████▋    | 1593/2780 [2:12:55<1:39:39,  5.04s/it]
 57%|█████▋    | 1594/2780 [2:13:01<1:44:40,  5.30s/it]
 57%|█████▋    | 1595/2780 [2:13:07<1:46:36,  5.40s/it]
 57%|█████▋    | 1596/2780 [2:13:13<1:52:50,  5.72s/it]
 57%|█████▋    | 1597/2780 [2:13:20<1:55:51,  5.88s/it]
 57%|█████▋    | 1598/2780 [2:13:24<1:44:54,  5.32s/it]
 58%|█████▊    | 1599/2780 [2:13:28<1:36:31,  4.90s/it]
 58%|█████▊    | 1600/2780 [2:13:33<1:37:55,  4.98s/it]
                                                       

 58%|█████▊    | 1600/2780 [2:13:33<1:37:55,  4.98s/it]
 58%|█████▊    | 1601/2780 [2:13:39<1:42:19,  5.21s/it]
 58%|█████▊    | 1602/2780 [2:13:45<1:48:20,  5.52s/it]
 58%|█████▊    | 1603/2780 [2:13:47<1:30:22,  4.61s/it]
 58%|█████▊    | 1604/2780 [2:13:53<1:39:54,  5.10s/it]
 58%|█████▊    | 1605/2780 [2:14:00<1:46:32,  5.44s/it]
 58%|█████▊    | 1606/2780 [2:14:06<1:51:10,  5.68s/it]
 58%|█████▊    | 1607/2780 [2:14:12<1:53:14,  5.79s/it]
 58%|█████▊    | 1608/2780 [2:14:17<1:49:29,  5.61s/it]
 58%|█████▊    | 1609/2780 [2:14:23<1:53:07,  5.80s/it]
 58%|█████▊    | 1610/2780 [2:14:28<1:46:01,  5.44s/it]
                                                       

 58%|█████▊    | 1610/2780 [2:14:28<1:46:01,  5.44s/it]
 58%|█████▊    | 1611/2780 [2:14:34<1:47:00,  5.49s/it]
 58%|█████▊    | 1612/2780 [2:14:39<1:43:40,  5.33s/it]
 58%|█████▊    | 1613/2780 [2:14:45<1:47:32,  5.53s/it]
 58%|█████▊    | 1614/2780 [2:14:51<1:51:36,  5.74s/it]
 58%|█████▊    | 1615/2780 [2:14:53<1:30:07,  4.64s/it]
 58%|█████▊    | 1616/2780 [2:14:59<1:39:22,  5.12s/it]
 58%|█████▊    | 1617/2780 [2:15:04<1:39:09,  5.12s/it]
 58%|█████▊    | 1618/2780 [2:15:10<1:43:02,  5.32s/it]
 58%|█████▊    | 1619/2780 [2:15:15<1:41:57,  5.27s/it]
 58%|█████▊    | 1620/2780 [2:15:21<1:46:13,  5.49s/it]
                                                       

 58%|█████▊    | 1620/2780 [2:15:21<1:46:13,  5.49s/it]
 58%|█████▊    | 1621/2780 [2:15:26<1:39:04,  5.13s/it]
 58%|█████▊    | 1622/2780 [2:15:29<1:31:44,  4.75s/it]
 58%|█████▊    | 1623/2780 [2:15:35<1:38:30,  5.11s/it]
 58%|█████▊    | 1624/2780 [2:15:41<1:41:53,  5.29s/it]
 58%|█████▊    | 1625/2780 [2:15:47<1:46:44,  5.55s/it]
 58%|█████▊    | 1626/2780 [2:15:53<1:50:40,  5.75s/it]
 59%|█████▊    | 1627/2780 [2:15:59<1:51:25,  5.80s/it]
 59%|█████▊    | 1628/2780 [2:16:06<1:53:52,  5.93s/it]
 59%|█████▊    | 1629/2780 [2:16:12<1:55:35,  6.03s/it]
 59%|█████▊    | 1630/2780 [2:16:16<1:44:16,  5.44s/it]
                                                       

 59%|█████▊    | 1630/2780 [2:16:16<1:44:16,  5.44s/it]
 59%|█████▊    | 1631/2780 [2:16:23<1:51:28,  5.82s/it]
 59%|█████▊    | 1632/2780 [2:16:27<1:42:01,  5.33s/it]
 59%|█████▊    | 1633/2780 [2:16:31<1:37:56,  5.12s/it]
 59%|█████▉    | 1634/2780 [2:16:35<1:31:35,  4.80s/it]
 59%|█████▉    | 1635/2780 [2:16:40<1:29:01,  4.66s/it]
 59%|█████▉    | 1636/2780 [2:16:46<1:38:02,  5.14s/it]
 59%|█████▉    | 1637/2780 [2:16:50<1:32:49,  4.87s/it]
 59%|█████▉    | 1638/2780 [2:16:53<1:21:23,  4.28s/it]
 59%|█████▉    | 1639/2780 [2:16:57<1:19:35,  4.18s/it]
 59%|█████▉    | 1640/2780 [2:17:03<1:29:20,  4.70s/it]
                                                       

 59%|█████▉    | 1640/2780 [2:17:03<1:29:20,  4.70s/it]
 59%|█████▉    | 1641/2780 [2:17:07<1:24:23,  4.45s/it]
 59%|█████▉    | 1642/2780 [2:17:12<1:28:22,  4.66s/it]
 59%|█████▉    | 1643/2780 [2:17:17<1:28:10,  4.65s/it]
 59%|█████▉    | 1644/2780 [2:17:23<1:37:07,  5.13s/it]
 59%|█████▉    | 1645/2780 [2:17:26<1:27:55,  4.65s/it]
 59%|█████▉    | 1646/2780 [2:17:31<1:29:26,  4.73s/it]
 59%|█████▉    | 1647/2780 [2:17:36<1:27:27,  4.63s/it]
 59%|█████▉    | 1648/2780 [2:17:42<1:36:29,  5.11s/it]
 59%|█████▉    | 1649/2780 [2:17:48<1:43:40,  5.50s/it]
 59%|█████▉    | 1650/2780 [2:17:55<1:47:46,  5.72s/it]
                                                       

 59%|█████▉    | 1650/2780 [2:17:55<1:47:46,  5.72s/it]
 59%|█████▉    | 1651/2780 [2:18:01<1:50:37,  5.88s/it]
 59%|█████▉    | 1652/2780 [2:18:07<1:50:38,  5.89s/it]
 59%|█████▉    | 1653/2780 [2:18:13<1:52:33,  5.99s/it]
 59%|█████▉    | 1654/2780 [2:18:19<1:51:56,  5.96s/it]
 60%|█████▉    | 1655/2780 [2:18:24<1:47:15,  5.72s/it]
 60%|█████▉    | 1656/2780 [2:18:28<1:34:45,  5.06s/it]
 60%|█████▉    | 1657/2780 [2:18:34<1:41:18,  5.41s/it]
 60%|█████▉    | 1658/2780 [2:18:40<1:43:50,  5.55s/it]
 60%|█████▉    | 1659/2780 [2:18:45<1:41:30,  5.43s/it]
 60%|█████▉    | 1660/2780 [2:18:50<1:40:32,  5.39s/it]
                                                       

 60%|█████▉    | 1660/2780 [2:18:50<1:40:32,  5.39s/it]
 60%|█████▉    | 1661/2780 [2:18:56<1:45:15,  5.64s/it]
 60%|█████▉    | 1662/2780 [2:19:02<1:44:06,  5.59s/it]
 60%|█████▉    | 1663/2780 [2:19:07<1:41:34,  5.46s/it]
 60%|█████▉    | 1664/2780 [2:19:12<1:37:18,  5.23s/it]
 60%|█████▉    | 1665/2780 [2:19:18<1:43:26,  5.57s/it]
 60%|█████▉    | 1666/2780 [2:19:23<1:39:43,  5.37s/it]
 60%|█████▉    | 1667/2780 [2:19:27<1:32:21,  4.98s/it]
 60%|██████    | 1668/2780 [2:19:33<1:39:17,  5.36s/it]
 60%|██████    | 1669/2780 [2:19:40<1:44:07,  5.62s/it]
 60%|██████    | 1670/2780 [2:19:46<1:47:29,  5.81s/it]
                                                       

 60%|██████    | 1670/2780 [2:19:46<1:47:29,  5.81s/it]
 60%|██████    | 1671/2780 [2:19:52<1:47:27,  5.81s/it]
 60%|██████    | 1672/2780 [2:19:57<1:44:10,  5.64s/it]
 60%|██████    | 1673/2780 [2:20:02<1:41:22,  5.49s/it]
 60%|██████    | 1674/2780 [2:20:08<1:46:41,  5.79s/it]
 60%|██████    | 1675/2780 [2:20:15<1:49:06,  5.92s/it]
 60%|██████    | 1676/2780 [2:20:18<1:32:35,  5.03s/it]
 60%|██████    | 1677/2780 [2:20:20<1:18:22,  4.26s/it]
 60%|██████    | 1678/2780 [2:20:25<1:20:20,  4.37s/it]
 60%|██████    | 1679/2780 [2:20:29<1:16:58,  4.19s/it]
 60%|██████    | 1680/2780 [2:20:33<1:17:41,  4.24s/it]
                                                       

 60%|██████    | 1680/2780 [2:20:33<1:17:41,  4.24s/it]
 60%|██████    | 1681/2780 [2:20:38<1:23:02,  4.53s/it]
 61%|██████    | 1682/2780 [2:20:44<1:31:15,  4.99s/it]
 61%|██████    | 1683/2780 [2:20:48<1:23:30,  4.57s/it]
 61%|██████    | 1684/2780 [2:20:52<1:19:39,  4.36s/it]
 61%|██████    | 1685/2780 [2:20:58<1:29:54,  4.93s/it]
 61%|██████    | 1686/2780 [2:21:02<1:28:06,  4.83s/it]
 61%|██████    | 1687/2780 [2:21:05<1:17:18,  4.24s/it]
 61%|██████    | 1688/2780 [2:21:10<1:21:34,  4.48s/it]
 61%|██████    | 1689/2780 [2:21:17<1:31:45,  5.05s/it]
 61%|██████    | 1690/2780 [2:21:23<1:38:12,  5.41s/it]
                                                       

 61%|██████    | 1690/2780 [2:21:23<1:38:12,  5.41s/it]
 61%|██████    | 1691/2780 [2:21:27<1:30:49,  5.00s/it]
 61%|██████    | 1692/2780 [2:21:31<1:25:13,  4.70s/it]
 61%|██████    | 1693/2780 [2:21:36<1:27:36,  4.84s/it]
 61%|██████    | 1694/2780 [2:21:40<1:19:27,  4.39s/it]
 61%|██████    | 1695/2780 [2:21:46<1:29:25,  4.95s/it]
 61%|██████    | 1696/2780 [2:21:51<1:30:27,  5.01s/it]
 61%|██████    | 1697/2780 [2:21:54<1:18:49,  4.37s/it]
 61%|██████    | 1698/2780 [2:21:59<1:23:00,  4.60s/it]
 61%|██████    | 1699/2780 [2:22:05<1:31:49,  5.10s/it]
 61%|██████    | 1700/2780 [2:22:10<1:32:02,  5.11s/it]
                                                       

 61%|██████    | 1700/2780 [2:22:10<1:32:02,  5.11s/it]
 61%|██████    | 1701/2780 [2:22:17<1:38:55,  5.50s/it]
 61%|██████    | 1702/2780 [2:22:23<1:41:47,  5.67s/it]
 61%|██████▏   | 1703/2780 [2:22:29<1:44:48,  5.84s/it]
 61%|██████▏   | 1704/2780 [2:22:35<1:44:19,  5.82s/it]
 61%|██████▏   | 1705/2780 [2:22:40<1:39:32,  5.56s/it]
 61%|██████▏   | 1706/2780 [2:22:44<1:30:39,  5.06s/it]
 61%|██████▏   | 1707/2780 [2:22:50<1:36:53,  5.42s/it]
 61%|██████▏   | 1708/2780 [2:22:56<1:41:13,  5.67s/it]
 61%|██████▏   | 1709/2780 [2:23:02<1:44:13,  5.84s/it]
 62%|██████▏   | 1710/2780 [2:23:06<1:34:09,  5.28s/it]
                                                       

 62%|██████▏   | 1710/2780 [2:23:06<1:34:09,  5.28s/it]
 62%|██████▏   | 1711/2780 [2:23:11<1:32:01,  5.17s/it]
 62%|██████▏   | 1712/2780 [2:23:18<1:37:41,  5.49s/it]
 62%|██████▏   | 1713/2780 [2:23:24<1:41:44,  5.72s/it]
 62%|██████▏   | 1714/2780 [2:23:30<1:44:35,  5.89s/it]
 62%|██████▏   | 1715/2780 [2:23:34<1:32:01,  5.18s/it]
 62%|██████▏   | 1716/2780 [2:23:38<1:25:28,  4.82s/it]
 62%|██████▏   | 1717/2780 [2:23:43<1:30:07,  5.09s/it]
 62%|██████▏   | 1718/2780 [2:23:48<1:30:23,  5.11s/it]
 62%|██████▏   | 1719/2780 [2:23:54<1:35:07,  5.38s/it]
 62%|██████▏   | 1720/2780 [2:23:58<1:23:14,  4.71s/it]
                                                       

 62%|██████▏   | 1720/2780 [2:23:58<1:23:14,  4.71s/it]
 62%|██████▏   | 1721/2780 [2:24:03<1:28:57,  5.04s/it]
 62%|██████▏   | 1722/2780 [2:24:10<1:35:14,  5.40s/it]
 62%|██████▏   | 1723/2780 [2:24:16<1:39:35,  5.65s/it]
 62%|██████▏   | 1724/2780 [2:24:20<1:29:04,  5.06s/it]
 62%|██████▏   | 1725/2780 [2:24:26<1:34:16,  5.36s/it]
 62%|██████▏   | 1726/2780 [2:24:31<1:35:55,  5.46s/it]
 62%|██████▏   | 1727/2780 [2:24:38<1:39:56,  5.69s/it]
 62%|██████▏   | 1728/2780 [2:24:44<1:43:18,  5.89s/it]
 62%|██████▏   | 1729/2780 [2:24:47<1:27:02,  4.97s/it]
 62%|██████▏   | 1730/2780 [2:24:51<1:23:13,  4.76s/it]
                                                       

 62%|██████▏   | 1730/2780 [2:24:51<1:23:13,  4.76s/it]
 62%|██████▏   | 1731/2780 [2:24:54<1:13:40,  4.21s/it]
 62%|██████▏   | 1732/2780 [2:24:59<1:15:32,  4.33s/it]
 62%|██████▏   | 1733/2780 [2:25:04<1:19:48,  4.57s/it]
 62%|██████▏   | 1734/2780 [2:25:10<1:28:28,  5.08s/it]
 62%|██████▏   | 1735/2780 [2:25:16<1:34:30,  5.43s/it]
 62%|██████▏   | 1736/2780 [2:25:22<1:38:40,  5.67s/it]
 62%|██████▏   | 1737/2780 [2:25:28<1:37:32,  5.61s/it]
 63%|██████▎   | 1738/2780 [2:25:31<1:22:18,  4.74s/it]
 63%|██████▎   | 1739/2780 [2:25:36<1:24:24,  4.86s/it]
 63%|██████▎   | 1740/2780 [2:25:40<1:19:56,  4.61s/it]
                                                       

 63%|██████▎   | 1740/2780 [2:25:40<1:19:56,  4.61s/it]
 63%|██████▎   | 1741/2780 [2:25:45<1:23:01,  4.79s/it]
 63%|██████▎   | 1742/2780 [2:25:49<1:20:40,  4.66s/it]
 63%|██████▎   | 1743/2780 [2:25:54<1:18:20,  4.53s/it]
 63%|██████▎   | 1744/2780 [2:25:58<1:15:21,  4.36s/it]
 63%|██████▎   | 1745/2780 [2:26:03<1:19:22,  4.60s/it]
 63%|██████▎   | 1746/2780 [2:26:06<1:14:31,  4.32s/it]
 63%|██████▎   | 1747/2780 [2:26:10<1:08:26,  3.98s/it]
 63%|██████▎   | 1748/2780 [2:26:16<1:21:35,  4.74s/it]
 63%|██████▎   | 1749/2780 [2:26:22<1:25:59,  5.00s/it]
 63%|██████▎   | 1750/2780 [2:26:27<1:26:40,  5.05s/it]
                                                       

 63%|██████▎   | 1750/2780 [2:26:27<1:26:40,  5.05s/it]
 63%|██████▎   | 1751/2780 [2:26:32<1:26:50,  5.06s/it]
 63%|██████▎   | 1752/2780 [2:26:38<1:32:51,  5.42s/it]
 63%|██████▎   | 1753/2780 [2:26:42<1:25:34,  5.00s/it]
 63%|██████▎   | 1754/2780 [2:26:49<1:31:52,  5.37s/it]
 63%|██████▎   | 1755/2780 [2:26:55<1:36:15,  5.63s/it]
 63%|██████▎   | 1756/2780 [2:27:01<1:39:16,  5.82s/it]
 63%|██████▎   | 1757/2780 [2:27:06<1:34:05,  5.52s/it]
 63%|██████▎   | 1758/2780 [2:27:12<1:37:42,  5.74s/it]
 63%|██████▎   | 1759/2780 [2:27:17<1:32:35,  5.44s/it]
 63%|██████▎   | 1760/2780 [2:27:23<1:33:55,  5.53s/it]
                                                       

 63%|██████▎   | 1760/2780 [2:27:23<1:33:55,  5.53s/it]
 63%|██████▎   | 1761/2780 [2:27:29<1:37:30,  5.74s/it]
 63%|██████▎   | 1762/2780 [2:27:34<1:34:25,  5.56s/it]
 63%|██████▎   | 1763/2780 [2:27:39<1:31:07,  5.38s/it]
 63%|██████▎   | 1764/2780 [2:27:42<1:21:20,  4.80s/it]
 63%|██████▎   | 1765/2780 [2:27:49<1:28:34,  5.24s/it]
